NumLinha;Tipo BW  /PBI;NomeLink;linkarquivo;QualPagina;TipoBW;AbaNome;#
236;PBI;PMF Julho-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/f0a49bf1-dd5d-4868-858f-f96b1471eaf2?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
237;PBI;PMF Junho-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/580e5c45-0500-4149-8043-aefda9bf1376?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
238;PBI;PMF Maio-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/dee04c17-85bb-4ed1-9f39-aafb16f999ba?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
239;PBI;PMF Novembro-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/af39a004-9c46-4c42-a980-30f89ea4a26e?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
240;PBI;PMF Outubro-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/35ac6186-0536-436c-8571-db688e856577?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
241;PBI;PMF Setembro-21 - Vendas 2021-22;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/b32bfd37-5005-48d8-92aa-76cc84219ecd?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
242;PBI;Provisões BI - VMSA;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/5dc3cd3a-2b0a-4e8f-bbcc-5541b794e400?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
243;PBI;BI EBIT ABUB;https://app.powerbi.com/groups/e0962c82-ed7c-464c-93f2-2b6ca3cfa555/reports/b5bcf5db-0499-4ac2-b217-87189df6c1ba?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
244;PBI;BI ESTOQUES ABUB;https://app.powerbi.com/groups/e0962c82-ed7c-464c-93f2-2b6ca3cfa555/reports/e6f56d88-71f6-4df5-8ebc-7f931deccc8a?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
245;PBI;BI Vendas ABUB;https://app.powerbi.com/links/U5m6-oMnUW?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
246;PBI;Despesas ABUB;https://app.powerbi.com/groups/34f462c1-96ec-4414-825c-f73ce78e3c1c/reports/54f917f6-179a-4f53-82aa-24fc439e3056?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
247;PBI;Evolução Contas a Receber ABUB;https://app.powerbi.com/groups/34f462c1-96ec-4414-825c-f73ce78e3c1c/reports/ee13c779-b4fe-4939-a6f9-5976e84e3918?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
248;PBI;KPI ESTOQUES ABUB;https://app.powerbi.com/groups/73ef8bdb-82a8-4145-a937-26f8e7bcebbb/reports/5103b5d4-0ba0-4c1d-9128-116da0741d14?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
249;PBI;Power BI Vendas Budget 22-23 ABUB;https://app.powerbi.com/links/2y7letM_8B?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
250;PBI;Provisões - ABUB;https://app.powerbi.com/links/mZl2xYKW2R?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;ABUB Controladoria;PBI;PBI;#
327;PBI;Dados Vendas – Aeronáutico;https://app.powerbi.com/groups/68f0e62b-cd17-4334-a989-9fc5c9921bf8/reports/daada0a2-5eb9-459c-a9f9-d60a1d1585ac?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Informações Comerciais;PBI;PBI;#
252;PBI;Lingotamento Contínuo;https://app.powerbi.com/groups/2819e8cc-696d-46e8-b5a8-ab2c92bbd600/reports/b6f20243-2476-46da-8840-e5e3998b11c0?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Aciaria Convencional;PBI;PBI;#
253;PBI;Produção Aciaria;https://app.powerbi.com/groups/09eb8c3b-6dda-4e38-8b57-850b8f25852d/reports/5b904b67-8fb4-4e8c-a233-c456aa022108?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Aciaria Convencional;PBI;PBI;#
254;PBI;Tempo de Paradas;https://app.powerbi.com/groups/2819e8cc-696d-46e8-b5a8-ab2c92bbd600/reports/c89ae7aa-8452-47eb-a45b-fb0593a621ac?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Aciaria Convencional;PBI;PBI;#
255;AO;Planejamento Budget TI;http://vahpmbpodb.voestalpine.root.local:8080/BOE/OpenDocument/opendoc/openDocument.jsp?sIDType=CUID&iDocID=ATS1.5iHrQ5BnaxidaWdI9c;GTI;AO;AO;#
327;PBI;Dashboard OG;https://app.powerbi.com/groups/68f0e62b-cd17-4334-a989-9fc5c9921bf8/reports/5cc797d3-5151-4c1b-8d46-9dc5de565670?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Informações Comerciais;PBI;PBI;#
327;PBI;Despesa Distribuição;https://app.powerbi.com/groups/68f0e62b-cd17-4334-a989-9fc5c9921bf8/reports/c3d1419f-0a46-4035-ab53-63f3de9ebfee?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Informações Comerciais;PBI;PBI;#
259;PBI;VMNL’s figures 2020-21 (2423_VMI);https://app.powerbi.com/groups/c87f80f9-a0f6-4b65-9bb6-08cd75914469/reports/4129ac8d-2b6c-4d50-ab19-13fb190ba2e7?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) VMNL;PBI;PBI;#
260;PBI;VMNL’s figures 2021-22 (2423_VMI);https://app.powerbi.com/groups/c87f80f9-a0f6-4b65-9bb6-08cd75914469/reports/8caf0ad7-d62a-455f-a2b7-37a67e441a3a?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) VMNL;PBI;PBI;#
261;PBI;Planejamento Vendas 2022-23 a 2026-27;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/b88b233e-5e48-4b4d-9edd-793e86576452?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
262;PBI;PMF 2022_23 (Abril-22) Bauer;https://app.powerbi.com/groups/9765890b-e9a5-405e-bb9f-2231a73f8d3e/reports/56381144-cf33-4b54-9990-26ccf4febc41?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Planejamento;PBI;PBI;#
263;PBI;KPI Desempenho MP;https://app.powerbi.com/groups/7419d39b-e933-4385-abdd-94dbc3a1306b/reports/dabbccb2-03c6-4dd9-a0a7-943c6a57b06d?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
264;PBI;KPI Inspeção Sucata Comprada;https://app.powerbi.com/groups/09eb8c3b-6dda-4e38-8b57-850b8f25852d/reports/37d89ec9-6391-46b8-9f0e-a1038f8c71e6?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
265;PBI;KPI OEE AMP;https://app.powerbi.com/groups/7419d39b-e933-4385-abdd-94dbc3a1306b/reports/070f8900-4551-4ab4-95df-e41ff608d5de?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
266;PBI;KPI Produção AMP;https://app.powerbi.com/groups/7419d39b-e933-4385-abdd-94dbc3a1306b/reports/97826de9-f76d-492e-90a3-859dd06223f1?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
267;PBI;KPI Segurança AMP;https://app.powerbi.com/groups/7419d39b-e933-4385-abdd-94dbc3a1306b/reports/151fb401-7dd3-4e0f-a6af-6a7f0ae28d4b?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
268;PBI;Preços BOFC;https://app.powerbi.com/groups/7419d39b-e933-4385-abdd-94dbc3a1306b/reports/5d4185e8-aa58-44a6-8744-52754abad031?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Area MP;PBI;PBI;#
269;PBI;GF2 - KPI - Ac. Convencional;https://app.powerbi.com/groups/6ec17207-efa6-409b-a3e1-c96e4b5f4934/reports/a23a97ed-d182-426a-b1e7-5d59b8b5ea6e?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;CEMP;PBI;PBI;#
270;PBI;GF2 - KPI - Ac. Especial;https://app.powerbi.com/groups/6ec17207-efa6-409b-a3e1-c96e4b5f4934/reports/9c97a43c-a04b-4058-bd77-370d2e3bbef5?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;CEMP;PBI;PBI;#
271;PBI;GF3 - KPI - Recliclagem de Copro;https://app.powerbi.com/groups/6ec17207-efa6-409b-a3e1-c96e4b5f4934/reports/a860d264-e4a0-44b1-a053-4684894399f2?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;CEMP;PBI;PBI;#
272;PBI;GF4 - KPI - Entrada de Sucata;https://app.powerbi.com/groups/6ec17207-efa6-409b-a3e1-c96e4b5f4934/reports/1d44088b-a619-4aec-b3dd-22ac950e2adf?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;CEMP;PBI;PBI;#
273;PBI;Banco de Horas ; https://app.powerbi.com/groups/a4a48a20-4030-42ec-8897-6be95d0d453c/reports/42238e51-c650-4a1c-9f78-7d693bcc0e43?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Jornada Trabalho;PBI;PBI;#
274;PBI;Irregularidades Histórico ;https://app.powerbi.com/groups/a4a48a20-4030-42ec-8897-6be95d0d453c/reports/b7cb2511-803c-41ce-8804-a6a1b3b5d243?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Jornada Trabalho;PBI;PBI;#
275;PBI;Irregularidades ONLINE ;https://app.powerbi.com/groups/a4a48a20-4030-42ec-8897-6be95d0d453c/reports/75c76216-8501-42e2-b339-87c44c399ab7?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare&bookmarkGuid=4a613529-c3e2-4c74-b342-227302088a7e;Jornada Trabalho;PBI;PBI;#
276;PBI;Headcount;https://app.powerbi.com/groups/5355ace5-a56c-4a01-a876-a2c62b2a03fb/reports/cb3235a4-b706-45e8-bfe7-5cc3b316fd02?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Headcount;PBI;PBI;#
277;PBI;PLRO SU;https://app.powerbi.com/groups/a4a48a20-4030-42ec-8897-6be95d0d453c/reports/658ccf2e-44a5-4df0-9aa2-4fdb719f55a0?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22;PBI;PBI;#
278;PBI;PLRO FC;https://app.powerbi.com/groups/5e4fe075-fd16-4fa6-980a-c1edc1a5d00b/reports/dbc55365-5a2a-429b-816f-c495a68d4ae5?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22;PBI;PBI;#
279;PBI;PLRO JV;https://app.powerbi.com/groups/5e4fe075-fd16-4fa6-980a-c1edc1a5d00b/reports/2885ee7c-b74e-471b-b196-bd39d1682b78?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22;PBI;PBI;#
280;PBI;PLRO VP;https://app.powerbi.com/groups/5e4fe075-fd16-4fa6-980a-c1edc1a5d00b/reports/c1653c38-4a7d-4855-9561-41b7582ac308?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22;PBI;PBI;#
281;PBI;PLRO Geral;https://app.powerbi.com/groups/a4a48a20-4030-42ec-8897-6be95d0d453c/reports/2a3e4386-70bb-4e3e-afba-35e11b7586c3?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22;PBI;PBI;#
282;PBI;Em Desenvolvimento;#;PLR 22 23;PBI;PBI;#
283;PBI;Em Desenvolvimento;#;Headcount abub;PBI;PBI;#
284;PBI;PLR 2021/22;https://app.powerbi.com/groups/cf186ff9-28df-47b7-b2ff-5f28386ed2e3/reports/1adad2fb-d747-4123-a4b5-d5e7c669717f?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;PLR 21 22 abub;PBI;PBI;#
285;PBI;Em Desenvolvimento;#;PLR 22 23 abub;PBI;PBI;#
286;PBI;Custo de Não-Qualidade;https://app.powerbi.com/groups/98830c5b-e35f-4781-9dfa-1213b2a52d0f/reports/d09ed79c-b65b-4440-b702-248c163ebc8a?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare&bookmarkGuid=00044f5a-75b6-4328-8eeb-60b1f0f10563;Tec Qualidade;PBI;PBI;#
287;PBI;Refugo e Retrabalho;https://app.powerbi.com/groups/98830c5b-e35f-4781-9dfa-1213b2a52d0f/reports/f074c461-b9a1-4641-9854-3c8d802ee29e?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare&bookmarkGuid=cbce4480-e6fd-4bea-aec6-bb56f663f33a;Tec Qualidade;PBI;PBI;#
288;PBI;Atrasos;https://app.powerbi.com/links/YJSXKhtXJ_?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Qualidade;PBI;PBI;#
290;BW;Consumo  Energia Aciaria Especial;VM_VMMISVP01_00000_001;MIS BW;Query;MIS BW;#
291;BW;Consumo  Energia Aciaria Convencional;VM_VMMISVP02_00000_001;MIS BW;Query;MIS BW;#
292;BW;Escória;VM_VMMISVP03_00000_001;MIS BW;Query;MIS BW;#
293;BW;Produção;VM_VMMISVP04_00000_001;MIS BW;Query;MIS BW;#
294;BW;Tempo de Parada;VM_VMMISVP05_00000_001;MIS BW;Query;MIS BW;#
295;BW;Tempo de Parada OEE Diário;VM_VMMISVP06_00000_001;MIS BW;Query;MIS BW;#
296;BW;Tempo de Parada OEE Diário Detalhes;VM_VMMISVP07_00000_001;MIS BW;Query;MIS BW;#
297;BW;Tempo de Parada OEE Semanal;VM_VMMISVP08_00000_001;MIS BW;Query;MIS BW;#
298;BW;Tempo de Parada OEE Mensal;VM_VMMISVP09_00000_001;MIS BW;Query;MIS BW;#
299;BW;Tempo de Parada OEE Anual;VM_VMMISVP10_00000_001;MIS BW;Query;MIS BW;#
300;BW;Tempo de Parada OEE Perf Obejetivada;VM_VMMISVP11_00000_001;MIS BW;Query;MIS BW;#
301;PBI;Atraso atribuídos aos Laboratórios;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/6519b350-9165-4351-b127-c9d0e172e236?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
302;PBI;Análise de Custos dos Laboratórios;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/2e650dfa-2091-4434-bed2-525d11726bb1?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
303;PBI;Controle Horas Extras Laboratórios;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/38a99f86-9854-47da-9d17-30ea150e26f7?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
304;PBI;Lead Time de calibrações da Instrumentação;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/a9d9b9aa-72b0-4ecf-aef9-65eb6d1bf29a?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
305;PBI;Lead Time de calibrações da Metrologia;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/f9f171bc-2de9-4263-bfe4-94b55245414d?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
306;PBI;Lead Time de ensaios;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/da77fda0-9af4-429a-9f1f-8b5cf350f461?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
307;PBI;Tempo de Análise Química;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/c3bd75c1-1401-4fd6-9711-c6f52beaf039?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Tec Laboratorio;PBI;PBI;#
308;PBI;Desempenho Decapagem;https://app.powerbi.com/groups/9ab45e53-9eab-416f-8dce-54f2b0b54680/reports/3c9f5691-03ab-40ca-8a55-4b83258a9f69?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Processos Químicos;PBI;PBI;#
309;BW;Resultado Operacional;ABUB_PAF_C_00000_001;ABUB Corporate;Query;ABUB Corporate;#
310;BW;Análise de Custos Padrão Multinível;VM_VMCOVP02_00000_001;Custos (BW) Análise de Custo;Query;Gestao de Custo;#
311;BW;Refugo - ZP07;VM_QM_C1_06854_001;Gestao da Qualidade;Query;Gestao da Qualidade;#
312;BW;Controle de Orçamento (FM) – Abertura suplemento e transferência;VM_VMMCP04_00000_001;Custos (BW) FM;Query;Gestao de Custo;#
313;BW;RECOF SYS - Exportação_DUE;VM_VMCEVP01_00000_001;Contabil Geral;Query;Contabil Geral;#
314;BW;Rede;VM_VMPPCP01_00000_002;Gestao de Producao;Query;Gestao de Producao;#
315;PBI;Produtividade – VMSA;https://app.powerbi.com/groups/60782c60-18ac-46e3-b029-63e50d6d40d1/reports/04482829-8026-44e7-91ad-b26078f699dc?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) Despesas Tarifas Ocupação;PBI;PBI;#
316;PBI;Perdas com Sucateamento - VMSA;https://app.powerbi.com/groups/60782c60-18ac-46e3-b029-63e50d6d40d1/reports/aa787fd0-c9fd-4f83-adc1-edd1aa8e4d79?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) Indicadores de Qualidade;PBI;PBI;#
317;BW;Sucateamento Material Multinivel;VM_VMQMVP01_00000_1;Gestao da Qualidade;Query;Gestao de Custo;#
318;BW;Análise de Custos Multiníveis;VM_VMCOVP05_00000_001;Custos (BW) Análise de Custo;Query;Gestao de Custo;#
319;PBI;Dados Vendas - Aeronáutico;https://app.powerbi.com/groups/me/reports/daada0a2-5eb9-459c-a9f9-d60a1d1585ac?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Control Vendas;PBI;PBI;#
320;PBI;Despesa de Distribuição ;https://app.powerbi.com/groups/68f0e62b-cd17-4334-a989-9fc5c9921bf8/reports/c3d1419f-0a46-4035-ab53-63f3de9ebfee?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) Despesas Tarifas Ocupação;PBI;PBI;#
321;PBI;WCM KPI 22.23;https://app.powerbi.com/groups/a9e1b5e8-4390-4789-96d1-26a76bb643da/reports/d012574f-7847-4757-844f-5dc55c6c5eeb/ReportSection;WCM;PBI;PBI;#
322;BW;Detalhes pedidos, por centro e conta contábil;VM_VMMCPUR1_06854_002;Custos (BW) Despesas Tarifas e Ocupação;Query;Gestao de Custo;#
323;PBI;Apresentação de Custos e Resultado ABUB;https://app.powerbi.com/groups/e0962c82-ed7c-464c-93f2-2b6ca3cfa555/list;ABUB Corporate;PBI;ABUB Corporate;#
324;PBI;Apresentação de Custos e Resultado VMSA;https://app.powerbi.com/groups/5355ace5-a56c-4a01-a876-a2c62b2a03fb/list;Custos (Power BI) Apresentações;PBI;PBI;#
325;PBI;Despesas Gerais VMSA;https://app.powerbi.com/groups/941d7fdb-43a4-475b-b35b-b5f109afc11d/reports/61c949e0-2f56-4e7b-9da1-dd846af29414?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) Despesas Tarifas Ocupação;PBI;PBI;#
326;PBI;Despesas ADM;https://app.powerbi.com/groups/941d7fdb-43a4-475b-b35b-b5f109afc11d/reports/63a16666-1aca-480e-9b48-e929c1d6081d/ReportSectiondc027284dc033743e035;Custos (Power BI) Despesas Tarifas Ocupação;PBI;PBI;#
328;PBI;Performance CC's Produtivos;https://app.powerbi.com/groups/60782c60-18ac-46e3-b029-63e50d6d40d1/reports/3075577a-86c9-466a-ba56-d23928ace01e?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) Despesas Tarifas Ocupação;PBI;PBI;#
329;PBI;Acompanhamento diário entrada de materiais;https://app.powerbi.com/groups/60782c60-18ac-46e3-b029-63e50d6d40d1/reports/3e490263-c5f1-4818-a8ad-ce16a6110558?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare&bookmarkGuid=b6e114f7-5b5d-444a-aeee-9a8806f05b65;Custos (Power BI) MP Preços Inflação Indicadores;PBI;PBI;#
330;BW;Fluxo de Documentos de Vendas;MSDVP01_00000_001;Gestao CD;Query;Gestao CD;#
331;BW;Fluxo de Documentos de Produção;VM_VMSDVP02_00000_001;Gestao CD;Query;Gestao CD;#
332;PBI;VMNL's Figures 2022-23;https://app.powerbi.com/groups/c87f80f9-a0f6-4b65-9bb6-08cd75914469/reports/bee5b1df-8763-4468-9ddd-8d9495de5e8b?ctid=71d12869-2d8b-44a6-95c2-f7f076008aa9&pbi_source=linkShare;Custos (Power BI) VMNL;PBI;PBI;#
333;BW;Balanço BOFC;VM_WD_FI_003;Gestao de Resultado;Template;Gestão de Resultado;#
